ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
4333,49000,2,2,1,43,1,0,1,0,-1,-1,21418,21498,21815,23965,25451,21740,4819,2192,2728,4879,4374,2098,1
4334,15000,2,2,2,28,0,-1,-1,-2,-2,-2,9628,7746,8191,7005,6012,5271,2025,1622,773,653,1171,763,0
4335,85000,1,2,2,39,0,1,2,1,1,1,45864,40076,39599,34806,34340,32210,3976,6115,5998,4356,5551,7027,0
4336,51000,1,2,2,56,-1,-2,-1,0,1,2,621,585,585,589,475,424,18,38,30,20,22,13,0
4337,95000,2,1,2,36,-1,0,0,-1,-2,-2,15004,13298,13878,15074,15036,12276,11946,4417,9323,13879,5300,9986,1
4338,41000,2,3,2,39,0,0,1,0,1,1,19479,18959,19082,19249,18768,16256,396,351,453,646,535,370,0
4339,18000,1,2,1,38,8,8,8,8,7,7,1994,1988,1649,1361,1288,1033,555,1231,440,357,638,635,0
4340,57000,1,4,1,40,-1,0,1,0,-1,-1,20310,18653,17593,18603,16350,17222,5810,6037,10420,4380,6560,8036,1
4341,30000,2,1,1,24,4,5,6,7,8,8,7052,6274,5051,4342,3694,3702,2181,2476,2948,1150,1072,2183,1
4342,12000,1,2,1,54,3,3,3,3,3,3,4548,4801,5111,5391,4651,3911,1824,2125,3441,3151,1878,2660,1
4343,142000,2,2,1,36,2,1,2,1,2,2,42193,40257,38134,31084,27194,23929,8570,9640,8917,10101,5176,2765,0
4344,38000,2,2,1,40,0,-1,-2,-2,-1,0,6231,5981,5492,4829,4346,4501,2525,2950,2301,3092,2003,3484,0
4345,58000,2,3,2,36,0,0,0,-1,0,0,12739,13811,15111,12514,12363,12093,6753,10512,12123,6971,9732,7502,0
4346,10000,1,1,2,44,-1,0,0,1,0,0,5121,4749,4086,3535,3027,2684,1598,1691,2168,1348,1506,680,0
4347,45000,2,1,2,30,-1,-1,-2,-2,-2,-1,20820,21445,19412,18786,17410,18518,3371,7125,3825,6302,5078,3546,0
4348,124000,2,2,2,23,-1,-2,-1,-2,-1,-1,111195,97537,98313,103853,84936,88130,33329,31640,37159,83256,31781,65711,0
4349,10000,2,2,1,34,0,0,-1,0,0,-1,1663,1510,1492,1583,1297,1287,78,121,49,146,51,54,0
4350,58000,2,1,2,39,0,0,-1,-1,0,1,10671,9026,9581,9291,9902,10505,4964,4433,5582,4251,6270,4329,0
4351,34000,2,2,1,32,-1,-1,-1,-2,-2,-1,8565,7856,6861,5694,6189,5358,827,453,345,654,585,258,0
4352,128000,2,2,2,29,1,0,0,-1,0,0,29731,28299,29863,29167,24765,23606,7435,6872,17045,16279,6088,8518,0
4353,43000,2,2,1,38,-1,-2,-2,-2,-2,-2,9559,10273,9925,9235,8010,6494,3500,2735,5261,4975,1872,1865,0
4354,100000,2,1,1,26,2,3,3,2,3,2,36966,30500,30124,27330,22248,19980,20753,18371,14267,19960,14357,7530,0
4355,116000,2,2,1,44,-2,-1,0,0,1,1,64806,67081,71331,63428,65914,54164,8608,11762,7845,7803,10023,5190,0
4356,48000,2,2,2,32,3,2,1,0,1,2,15200,12802,11945,12349,12948,11666,2708,5321,3432,4554,2441,2370,1
4357,102000,1,3,1,40,1,2,1,1,1,2,33223,35167,31984,29957,29168,24918,9876,12744,14214,13512,13686,11057,0
4358,52000,2,3,2,24,0,-1,-2,-2,-2,-1,8894,8664,9120,9345,9254,7421,3132,2801,1525,3158,2071,2497,1
4359,90000,2,2,1,47,-1,-2,-1,-2,-1,0,8368,7385,6755,5475,5568,5663,3942,5817,4942,3357,2795,2865,0
4360,28000,1,1,1,39,-1,-2,-2,-2,-2,-2,12944,12104,11411,11445,10366,11284,2851,5811,2212,5537,3173,5899,0
4361,28000,1,1,1,41,0,0,0,0,1,1,22077,21588,23726,20859,20050,19695,3007,2888,3751,3036,3069,1111,1
4362,23000,2,1,1,23,1,1,0,1,1,0,6855,5600,4632,4184,3765,3349,4289,1243,2468,1752,1229,1318,1
4363,83000,2,1,2,28,-1,0,-1,-2,-1,-2,41549,39059,33000,30790,32689,34056,6924,5192,4116,5125,6247,3595,1
4364,196000,2,3,2,37,2,1,2,1,1,1,86830,81294,88635,94586,88573,72429,2091,1498,1137,2503,1733,2185,0
4365,157000,1,3,1,25,2,3,3,2,1,0,36581,38111,34822,33357,30276,32892,19638,16605,8305,17799,6488,18879,0
4366,53000,2,2,1,29,0,-1,-2,-2,-2,-2,32155,27945,25685,24985,24101,22198,7106,6182,7181,4857,8405,6073,0
4367,57000,1,1,1,42,1,0,-1,-2,-2,-2,28844,23827,24581,25410,20761,21809,2730,3713,4205,2262,3586,2188,1
4368,138000,2,1,1,29,-1,-2,-1,-2,-2,-2,53071,51492,46038,49324,41075,37811,5785,3979,4927,4097,3232,4494,0
4369,216000,1,3,1,38,-1,0,1,2,2,3,94631,91846,78114,65612,71013,57196,17481,13640,7702,11891,7069,7810,0
4370,10000,1,3,2,27,1,2,1,0,1,1,5571,5867,6412,6651,5779,6190,1212,1450,1562,966,988,1456,0
4371,41000,1,1,1,41,-1,-2,-1,-2,-2,-1,13494,11227,9717,8432,7878,7878,2072,2284,1148,1142,1251,860,0
4372,76000,1,2,2,25,0,1,0,1,1,0,22282,22532,18432,15158,12203,10822,2640,4649,3120,1512,2463,2594,0
4373,63000,1,1,2,40,0,1,1,1,0,0,36373,34755,37166,37938,40384,33874,3871,1919,4553,4334,4154,3293,1
4374,62000,1,1,1,55,-1,0,-1,-2,-2,-2,55251,58762,47212,47351,46362,37966,18190,28464,22105,14995,18100,18066,0
4375,367000,2,1,1,30,0,0,1,2,3,2,118141,111803,95272,78883,64846,66361,18597,16836,18559,15001,5773,10855,1
4376,31000,2,2,2,29,4,3,3,4,5,6,6942,6348,5959,6239,5335,4346,1273,2262,2416,1143,1886,1245,0
4377,37000,1,1,1,45,2,3,3,4,4,4,10362,9218,9075,7480,6464,6926,2021,2036,2124,1070,1069,2243,0
4378,27000,2,1,2,36,-1,-2,-2,-2,-1,-2,1260,1346,1264,1282,1034,1090,604,619,742,283,396,474,0
4379,15000,1,1,2,24,4,5,5,6,6,5,7137,7580,8336,7434,7228,6736,3267,2678,2065,3315,1474,1558,0
4380,36000,2,1,2,38,0,-1,0,1,2,2,14893,14194,15214,14497,14035,13872,1486,3861,3727,3347,2129,3030,1
4381,28000,1,2,2,37,-1,-1,-2,-1,-1,-1,15334,14216,14514,11721,9954,9788,10793,11961,11928,9665,7378,7524,0
4382,50000,1,1,1,29,0,0,1,2,2,2,12983,13518,13623,14259,14441,12256,7413,6254,4818,9534,6505,8183,0
4383,144000,2,3,1,29,0,-1,-2,-1,-1,-1,71322,69824,59293,62234,60477,66212,54452,44272,19370,28935,24835,52083,0
4384,35000,2,1,2,43,4,3,2,3,2,3,7856,6703,5424,4871,4424,4100,639,891,402,353,443,583,0
4385,140000,2,1,2,26,1,2,2,2,1,1,39578,35409,32639,26617,24668,21124,10205,8567,7441,9406,5531,5054,0
4386,152000,2,1,2,22,1,1,0,-1,-1,-2,15557,12941,13567,14277,12108,11394,9529,3425,2844,5393,2543,3921,0
4387,60000,2,1,1,28,1,2,2,2,3,4,53800,43824,39649,40232,33319,26678,23256,10400,9137,17868,5440,4248,1
4388,103000,1,1,2,43,0,0,1,2,2,2,62260,66191,57329,57350,47032,50868,8035,5035,4357,6643,3201,5240,0
4389,140000,1,1,2,33,-1,0,0,1,0,-1,46699,42602,40147,43435,34774,30431,35727,25995,29205,23648,25738,14989,0
4390,47000,1,3,0,30,0,0,-1,-2,-2,-2,14457,14033,11807,10092,9610,9630,5047,1833,2843,1477,1378,2460,0
4391,54000,1,2,2,34,0,-1,-1,-2,-1,-1,22789,24254,26046,23141,21142,22229,9467,8126,7852,3997,8107,7139,0
4392,92000,2,3,1,39,-1,-2,-2,-1,0,-1,29192,24698,21699,23251,21232,17940,10259,3918,3309,9487,8593,3784,0
4393,99000,2,1,2,49,0,0,-1,-1,-2,-2,36213,35561,32344,26611,25521,21485,15061,7725,8196,10147,12155,8852,0
4394,62000,1,2,1,38,0,0,1,2,3,4,22590,19999,16167,15624,14881,16312,2854,2841,2790,2198,3487,2152,1
4395,130000,2,1,2,53,0,0,0,-1,-1,0,58196,61570,55271,44877,43228,47116,25410,22450,14989,17481,20578,17727,0
4396,56000,2,2,1,42,8,7,7,6,5,6,4408,4190,3549,3151,3160,3362,496,610,994,409,430,364,0
4397,108000,1,4,2,32,0,0,0,1,1,0,36491,29448,25174,27318,28004,24717,12741,6178,9776,6198,7109,4615,0
4398,93000,1,3,2,43,-1,-1,0,0,1,2,29124,26538,27875,27137,22798,20429,8099,9582,6733,6641,3531,4645,0
4399,37000,1,1,2,41,0,-1,0,1,0,1,7345,7919,6878,6689,6822,5555,1252,1749,1738,752,1792,1167,0
4400,227000,1,1,1,46,1,2,3,3,3,4,78228,64148,69389,69135,59235,50020,17900,13195,23281,9676,21033,9801,1
4401,153000,1,1,1,42,-1,-1,0,0,0,1,37116,34508,30173,27603,30042,30893,9678,6317,5645,4257,4583,9475,0
4402,25000,2,1,2,36,-2,-1,0,-1,-2,-2,2470,2410,1961,1769,1795,1822,1480,599,535,972,1004,803,1
4403,120000,1,1,1,31,-1,0,0,0,-1,0,77001,68885,63433,67510,59877,64828,10676,15084,10569,14067,8462,6559,0
4404,49000,1,1,1,36,-1,-2,-2,-2,-2,-2,22134,23893,24379,26654,24388,23224,6919,6492,11477,19179,11196,11542,0
4405,132000,2,1,1,21,3,2,1,0,-1,-1,33374,30437,24803,25898,24973,26875,4560,5477,3075,2792,4823,2284,0
4406,175000,2,2,1,34,3,3,4,5,5,5,90550,85589,93313,75019,79739,68323,4656,4166,2410,4358,4655,1988,1
4407,108000,2,2,1,24,0,1,2,1,1,2,64030,58344,48866,47921,51570,41456,9942,21184,15164,7152,7354,7237,0
4408,191000,1,3,2,39,2,3,3,2,2,3,93462,90305,80179,84425,78589,73238,4438,3567,7908,5001,4063,5966,1
4409,110000,1,1,1,43,-1,-2,-2,-2,-2,-2,47215,43522,41069,39038,33724,35939,20041,12583,14531,10897,27148,10696,0
4410,45000,2,1,1,38,-1,-2,-2,-2,-1,-2,14186,13940,12502,10311,11165,10980,10404,14077,14296,11026,7220,4923,0
4411,10000,1,2,2,34,-1,-1,-1,0,-1,-1,6425,5345,4451,4803,5039,4504,4048,1685,2425,3213,3495,1624,0
4412,23000,1,2,1,32,-1,-2,-1,-1,0,1,18896,16683,16724,16230,15652,13385,3396,1637,3286,3473,2459,2315,0
4413,38000,2,1,1,46,0,0,-1,-2,-2,-1,15762,15446,15280,16230,13524,12318,696,1273,1371,799,1441,1059,1
4414,102000,2,3,2,44,0,-1,0,-1,-2,-2,33303,33145,30918,26881,29568,24854,18939,21307,20757,22591,12820,17014,0
4415,21000,2,1,2,25,0,0,1,0,0,0,3799,3535,3110,2679,2870,2773,375,492,268,300,387,376,0
4416,18000,2,2,1,37,3,3,3,3,4,4,1352,1262,1284,1111,939,817,483,517,528,353,259,364,0
4417,44000,2,2,2,38,0,-1,-1,0,-1,-1,7958,7913,8522,8917,8410,8963,2051,1436,1368,2506,1715,1215,0
4418,49000,1,1,2,33,0,-1,0,0,1,1,28187,22796,23693,20877,19839,17717,1375,1480,2993,2144,1084,1360,1
4419,70000,1,2,2,22,-2,-2,-2,-1,-1,-2,30050,29946,27973,27674,29491,24650,6861,4723,4542,3966,7136,2892,0
4420,203000,1,2,2,21,0,0,0,0,-1,0,104012,113754,118661,122150,124584,136454,9469,10503,4971,11083,15014,12249,1
4421,41000,1,1,1,37,-1,-1,-2,-2,-2,-1,21145,21872,23636,25809,27353,26878,1922,5134,2467,4158,4397,3455,0
4422,56000,2,4,1,21,0,1,1,0,-1,-2,14376,12645,13675,12763,12403,10160,143,109,67,148,108,55,0
4423,142000,2,1,1,30,0,0,0,1,0,1,61222,55869,61232,62586,56447,51444,6304,3676,5953,3269,3470,1958,0
4424,28000,2,2,1,41,1,1,1,2,3,3,18320,17389,18238,19853,17938,17245,5844,7731,9096,12100,6426,11435,0
4425,183000,1,1,2,39,1,2,2,1,1,1,111230,93033,94588,77545,80829,80791,45546,39548,40161,22217,17378,20368,1
4426,26000,1,2,1,30,-1,-2,-2,-2,-2,-2,6440,6676,6616,6208,6067,5268,1304,1609,2006,1047,735,760,1
4427,43000,1,1,2,43,0,0,1,1,1,0,11358,11529,11089,10972,9154,9076,5757,5249,2188,3662,2469,2244,0
4428,33000,1,3,1,40,0,0,-1,-1,0,-1,25559,20492,19673,18965,19764,19690,2422,1667,1333,3171,3305,3026,0
4429,264000,1,2,0,31,2,3,3,3,4,3,74475,63871,58821,55764,61024,65405,27759,19144,18609,12392,15939,14258,0
4430,71000,2,1,3,49,-1,-1,-2,-2,-1,-2,29267,26940,23845,26162,25312,23091,2516,1978,1021,2485,1329,2136,0
4431,54000,2,1,1,39,-1,-2,-2,-1,-1,-2,15808,14065,15178,15569,16303,16011,2396,2399,1998,2107,2827,2127,0
4432,22000,2,4,1,28,0,1,0,1,1,1,14312,14569,12292,13001,13788,13728,6145,5659,3677,3617,7460,7444,1
4433,185000,2,3,2,21,1,2,2,1,1,2,96788,103527,107669,96611,94050,94015,51229,46827,31517,43026,49463,37785,0
4434,135000,2,2,2,37,4,5,4,3,4,4,23822,23688,24653,23908,24160,24611,13357,13679,13105,9415,9819,7705,1
4435,35000,1,2,1,30,0,1,2,3,2,2,9639,10264,9917,9610,9322,8056,3918,2765,4308,3707,3890,3418,0
4436,66000,1,3,2,35,1,1,2,2,1,0,41173,33535,35049,28884,24277,20929,14386,9804,6106,5203,4169,4543,0
4437,92000,1,1,1,33,0,-1,-1,-2,-2,-2,20885,17075,14881,15143,15181,15844,2267,2979,2532,1200,1185,3145,1
4438,87000,2,2,2,21,-1,0,-1,0,1,0,34137,33086,31631,27794,29042,24368,25829,10227,24499,10648,22934,12785,0
4439,42000,2,2,1,32,3,2,3,3,4,5,5467,5077,5230,4665,4644,3974,1564,1523,3921,2420,3042,2473,0
4440,255000,1,3,2,25,0,0,1,2,3,2,75627,61669,54205,54732,51561,54232,22305,27085,15304,23327,11490,25030,0
4441,53000,2,1,1,30,-2,-2,-1,-1,-2,-2,17038,15929,15817,14347,14928,12197,4487,3873,4146,4699,1938,2437,0
4442,55000,2,2,2,30,0,0,-1,-1,-1,-1,8492,6988,6125,6171,6745,5642,2019,2135,2873,2651,3962,1576,0
4443,157000,1,2,2,36,-1,-2,-2,-2,-1,-2,68010,70589,73024,66056,58966,48799,27187,48126,42005,51969,28287,30429,0
4444,126000,1,3,2,38,2,3,4,5,5,5,67230,60727,51943,57026,51034,50998,52,112,79,52,74,56,0
4445,148000,2,2,2,39,0,1,0,1,1,1,20559,20248,21228,21652,23282,23778,4655,3283,1918,4643,4793,2473,1
4446,359000,2,3,1,21,0,0,-1,-2,-2,-1,102329,100522,94944,77608,84272,87256,15496,10993,11210,20492,24263,11052,1
4447,35000,1,3,2,48,-1,-2,-1,0,0,1,9898,9347,10281,10428,9260,8537,7746,3579,9577,5076,7853,5570,1
4448,75000,2,2,2,21,-2,-1,0,1,2,1,21505,23325,19197,15573,16654,14205,1208,3142,1413,773,1603,1433,1
4449,31000,1,1,1,35,-1,-1,-2,-2,-2,-2,12112,13095,12321,13474,13697,11517,5193,5233,2870,5152,8048,2846,0
4450,40000,2,2,2,27,0,0,1,0,0,0,12761,12936,13801,12042,10306,10144,2844,1846,3365,1905,3379,1723,0
4451,32000,2,3,1,38,-1,-2,-1,-2,-2,-2,2529,2163,2253,2361,2509,2403,2442,1758,1095,2234,1273,1091,0
4452,61000,2,1,2,21,-1,-2,-2,-1,-1,-1,11752,11652,9925,8425,8837,8255,9106,14287,7538,5428,11113,9537,0
4453,136000,2,2,2,49,1,2,2,3,3,3,16317,16542,17453,18560,16878,17610,7299,14341,9069,10033,10965,14503,0
4454,47000,2,1,1,32,0,-1,0,1,2,2,12850,10358,10701,10820,11849,11908,1970,1679,2352,1884,2082,2117,0
4455,75000,2,1,2,40,-1,-1,0,0,1,1,41579,41468,44382,41075,42457,36583,9012,7593,7636,6473,11084,9029,1
4456,29000,1,2,1,28,0,-1,-2,-2,-2,-2,7865,8304,8329,8859,7571,6155,5218,5818,4171,2531,4459,3328,1
4457,33000,2,2,1,50,1,2,3,3,4,3,13149,10836,9487,10132,10113,10738,1898,2022,3858,2784,2052,2347,1
4458,19000,1,2,1,22,0,0,0,0,1,0,4810,3890,3736,3780,3655,3783,2925,2736,1029,1665,2447,1523,0
4459,48000,2,3,1,21,0,1,2,1,0,-1,8831,8892,8413,8106,7608,6917,5525,3538,2026,2468,3923,3560,0
4460,57000,2,1,2,48,-1,-1,-2,-1,-1,0,31770,29740,27148,24966,22310,24104,27437,23137,20115,15075,20906,23181,0
4461,63000,2,1,2,24,-2,-2,-2,-2,-1,0,17055,18603,19994,18058,15256,15531,1762,1547,1316,1876,661,1488,0
4462,33000,2,3,1,34,-1,-1,-1,-1,0,0,5273,4381,4215,3460,2841,2421,2689,2023,974,1373,749,1049,0
4463,87000,2,2,1,49,0,-1,0,-1,0,-1,35502,30482,26732,27423,23733,19105,19245,16935,9369,16713,16857,12488,0
4464,54000,1,1,1,31,0,0,-1,0,-1,0,25111,20855,18243,17327,17241,13805,3184,2098,2489,2131,1277,1673,0
4465,30000,2,2,2,37,1,0,1,0,-1,-2,13233,13518,11277,12023,12278,12611,1002,1131,1966,1772,1190,1590,0
4466,72000,1,3,2,42,0,1,2,1,2,2,24606,19906,16567,18111,18443,15422,3828,3093,2194,3344,1602,1593,1
4467,70000,1,2,2,35,4,5,5,5,4,4,27410,24881,24076,21256,20029,19785,5138,6634,10604,5396,6577,3469,1
4468,58000,1,3,2,47,0,1,0,-1,-2,-2,28012,27284,23602,23612,22180,24021,3312,2245,1095,2463,986,2179,0
4469,176000,2,1,1,41,0,-1,-2,-2,-2,-2,56468,50715,51107,45945,48138,47972,1493,1188,1282,966,576,669,0
4470,92000,2,1,2,27,0,0,0,1,1,0,33543,34073,31258,25266,21816,22769,22349,19435,21948,11690,8108,11724,0
4471,706000,2,3,2,42,0,-1,-1,0,0,0,116063,125331,101974,97133,92019,100981,4674,8161,8249,6839,6133,6258,0
4472,44000,2,2,1,35,-2,-2,-2,-2,-1,0,13324,14276,15549,15626,16738,16173,2485,1500,1521,1635,3365,2151,0
4473,70000,1,1,1,35,0,0,1,2,3,2,5471,4525,3910,3918,3435,3231,2049,2158,1501,1515,1820,724,0
4474,23000,1,2,2,38,2,1,0,1,2,3,13684,12738,10425,11019,9772,9469,4721,5547,5495,4822,2994,4596,0
4475,42000,2,2,2,43,-1,0,1,2,2,1,9152,7405,7729,6592,5557,4654,6129,3941,2418,3681,3821,2090,0
4476,12000,2,1,1,26,-1,0,1,0,0,-1,2066,1969,2115,2284,2293,2399,356,249,380,415,464,382,0
4477,101000,2,2,2,47,0,0,-1,0,1,0,18353,16188,14155,14066,11350,10441,6569,7173,3957,6201,7446,5907,0
4478,154000,1,1,2,46,-1,-2,-1,0,1,2,31371,31730,31361,31454,28794,28318,14702,12827,13149,8009,9306,16007,0
4479,51000,2,1,2,29,-1,-1,-1,-2,-2,-2,12273,10009,9644,9935,8000,6450,96,61,45,84,83,50,0
4480,14000,2,2,2,51,0,0,1,2,2,2,2098,1851,1502,1570,1308,1183,355,744,447,600,483,199,0
4481,454000,1,1,1,33,4,3,3,2,3,2,196917,208689,203698,204362,176298,161938,28669,32980,32260,32004,33879,16543,0
4482,44000,2,1,2,40,0,0,1,0,-1,-2,9022,8185,6798,5553,4583,4308,5161,2913,2590,3591,2675,3176,0
4483,42000,2,3,1,31,0,0,1,2,1,2,12905,10910,11546,12152,13108,12851,2699,1823,2356,2529,2140,2061,0
4484,131000,2,2,1,43,-1,-1,-1,-1,-1,-2,29000,30756,31208,26619,21357,20688,2554,2722,1520,1906,1883,1124,0
4485,27000,1,2,2,31,0,1,2,2,1,1,4861,5223,4672,4841,3891,3921,289,566,466,334,323,410,0
4486,34000,2,1,1,36,0,1,0,1,0,0,10648,9393,7639,6396,5414,5300,822,918,478,258,297,584,0
4487,121000,1,1,2,21,-1,-1,-2,-2,-2,-1,90368,83814,88666,76181,81694,68741,6602,9400,6493,8990,4490,4058,0
4488,211000,1,2,1,31,5,6,5,4,4,5,71436,69325,61551,55765,52829,46576,2310,2337,2664,4899,3992,3496,0
4489,52000,2,1,2,30,-2,-2,-1,-2,-1,-2,12031,12089,11332,11813,9647,8174,3056,3882,3368,3079,1146,2364,0
4490,18000,2,2,1,21,2,1,1,1,0,-1,6640,6285,6888,7264,6269,6216,1882,1999,2782,1544,1490,1730,0
4491,153000,1,2,2,42,0,-1,-2,-1,-1,-2,50699,54504,49349,44353,39573,39406,1627,2646,1892,2311,1990,1760,0
4492,10000,2,2,1,31,0,1,1,2,3,2,696,733,643,683,650,618,328,617,412,220,292,296,0
4493,102000,2,1,2,21,-1,-1,-2,-2,-1,-1,21136,21841,22211,20790,22296,19536,8968,6939,7549,3884,5951,5582,0
4494,19000,2,1,1,41,-2,-1,-2,-2,-2,-2,7299,7170,6500,5989,5569,5505,1711,2321,2490,2613,2125,1486,1
4495,47000,2,4,1,45,-1,0,-1,-2,-1,-1,34347,30235,30499,24731,23587,23599,8133,6423,7502,5191,4935,11252,0
4496,87000,2,5,1,34,0,1,2,1,0,1,34846,31613,29049,30672,26558,26133,3494,2952,3030,1949,3108,2661,1
4497,27000,2,2,2,21,2,3,2,3,2,3,2181,2086,2060,1889,1679,1421,101,98,93,103,70,49,1
4498,43000,1,3,2,21,2,3,2,3,2,2,18179,16864,16728,18067,19741,16821,11918,11380,12793,14489,9642,12571,0
4499,44000,1,2,1,24,0,0,0,-1,0,-1,17337,15870,15749,15077,13114,12806,4008,6187,6742,5672,3092,2351,0
4500,59000,2,1,2,27,-1,-2,-2,-2,-2,-2,28059,28976,25567,27141,27827,25229,2379,5212,4180,4814,4488,1826,0
4501,76000,2,1,2,51,0,0,0,1,0,-1,32822,34291,35360,37512,38902,38405,6113,7137,9451,10863,8162,6509,1
4502,66000,2,1,2,33,-2,-1,-1,-1,0,-1,22290,22882,18611,16325,13849,12892,6418,10613,6947,9753,3164,5304,0
4503,67000,1,2,1,23,1,1,1,0,1,0,9145,7768,6465,5248,5724,4735,4406,3041,1608,1170,1289,1390,0
4504,173000,1,2,2,29,2,2,1,1,0,1,63516,50830,55489,47038,38212,35927,23184,16056,22025,18137,7195,15781,0
4505,241000,2,4,1,45,-1,0,1,0,0,-1,42289,34236,29153,25691,24354,21309,15305,16825,14122,12231,5245,10319,0
4506,100000,1,3,1,40,2,1,0,-1,0,1,716,716,748,782,655,676,216,108,114,233,146,174,0
4507,85000,2,3,2,35,1,1,0,0,0,1,17490,16356,16675,18207,16767,18246,3847,2107,3154,3311,3104,3504,0
4508,16000,1,3,1,33,4,4,4,4,3,2,4360,3773,3760,3039,3251,3230,1078,988,1267,886,968,756,1
4509,10000,2,3,2,35,-1,-1,0,-1,-1,0,2705,2720,2391,2064,2188,2352,703,792,793,663,691,705,0
4510,48000,2,1,2,36,1,1,2,3,3,2,14391,13852,11790,10688,8735,9225,10630,10281,7467,10417,3172,4984,0
4511,263000,1,1,2,33,0,0,0,-1,0,1,112323,91447,81154,70373,61242,64584,8753,13962,6104,9995,8735,4704,0
4512,52000,2,2,2,36,4,4,3,3,3,3,9698,9319,7786,7010,5667,5210,2982,2554,1025,1928,1721,763,1
4513,125000,1,2,2,32,1,1,0,0,1,0,34926,31258,29017,27098,25083,24766,15912,20623,18791,13414,14260,13471,0
4514,55000,2,2,2,27,0,1,1,0,0,-1,13459,10865,9610,10305,10819,9634,97,52,61,76,41,87,1
4515,76000,2,3,1,33,1,2,2,2,1,0,15469,16356,14262,14744,15104,15532,2749,2355,1713,1775,2565,1477,0
4516,37000,2,4,2,38,8,8,8,8,7,6,1450,1578,1355,1486,1212,1168,406,1116,367,955,760,641,1
4517,130000,2,2,2,28,2,2,3,2,3,4,104806,91567,96154,78879,84176,91197,11673,13677,11512,16411,8946,12378,1
4518,67000,2,2,1,39,4,5,6,5,4,5,14451,11767,12819,12960,10546,9648,3628,3796,2976,3899,2257,1702,0
4519,32000,1,3,2,43,4,5,6,6,7,6,7186,7717,7690,8451,7700,6290,1907,4861,5124,3733,3599,3321,1
4520,15000,1,1,1,38,2,3,4,4,5,6,3337,3446,3173,3336,2839,2968,753,1603,1610,1565,1347,1411,1
4521,131000,2,1,2,30,-1,-1,-2,-2,-2,-2,19442,19432,21070,19573,21202,22118,4913,4220,3284,3174,6202,3675,0
4522,92000,2,3,2,36,2,1,2,2,3,3,49773,45977,43961,46065,39656,37906,10146,4900,8705,5500,3586,5618,0
4523,79000,2,2,2,36,-1,-2,-1,0,-1,-2,39337,38730,37399,37021,32611,31956,3165,5474,3120,5304,4046,2895,0
4524,30000,2,2,2,37,0,-1,-1,0,-1,-2,7154,7664,7626,8183,7295,6922,2533,3410,4118,2564,3647,2171,0
4525,131000,2,3,1,49,5,6,6,7,8,8,15525,12866,11010,10802,9490,10205,9523,5015,5699,4844,3767,6449,0
4526,34000,2,2,2,24,0,-1,-1,0,1,1,7444,7626,6314,6840,7312,7295,3911,3067,4163,1802,3101,5147,0
4527,149000,2,2,2,37,0,1,0,1,1,0,37477,31147,26249,21396,21168,17695,25557,14070,16977,11120,7483,7135,0
4528,28000,2,2,0,31,1,2,2,2,2,2,6985,7340,5931,5689,4622,4932,2454,2848,2233,2248,797,1331,0
4529,21000,2,1,1,24,-1,-1,-2,-2,-2,-2,7608,7197,5959,5047,4984,4209,2190,1720,1174,586,944,947,0
4530,64000,1,1,2,23,-2,-2,-2,-1,-2,-2,16438,15653,14553,15680,16441,17727,11304,6452,11634,8623,9340,14007,0
4531,120000,1,4,2,43,-1,-1,-2,-2,-1,-1,21518,22894,22406,18923,18537,20241,1795,2592,3059,2095,2272,1746,0
4532,134000,1,1,2,22,1,2,1,0,-1,0,14667,12216,9974,8860,7195,7431,750,417,1004,534,589,495,1
4533,78000,1,1,1,38,0,1,0,-1,-1,-2,15828,13759,11819,10323,8419,7795,5500,5918,2702,2642,2890,3688,0
4534,186000,1,2,2,36,-1,0,0,0,-1,-2,59824,54453,52164,57286,47104,45349,17389,18004,26357,23293,28418,17538,0
4535,84000,2,1,2,27,0,-1,-2,-2,-1,-2,19280,15494,13702,14802,13688,12500,5845,7561,4133,6049,7470,3551,0
4536,71000,2,3,1,43,0,1,1,1,2,3,17104,14435,14774,13759,13332,12909,8109,5562,4061,4723,3587,5985,0
4537,10000,2,1,1,24,0,-1,0,0,0,1,3553,3260,3154,2662,2891,2852,1989,1227,677,1158,1794,1553,0
4538,25000,2,2,1,30,-1,-1,0,1,1,2,9823,9970,9132,9167,10000,8447,434,524,493,422,263,404,0
4539,171000,1,1,2,25,1,1,2,2,1,2,59348,53646,52776,49723,46613,47783,6310,9432,6921,12694,4933,11483,0
4540,28000,1,3,2,42,0,1,2,2,1,0,5476,5801,5620,5653,5698,5413,448,571,384,577,517,413,0
4541,51000,1,2,1,46,6,5,4,4,5,4,20586,17230,15751,13552,14092,14998,25202,17115,9005,6216,11485,7660,0
4542,46000,2,2,1,37,2,2,2,3,4,4,3925,4051,3368,3359,3141,3025,1358,2074,3096,3002,1556,2728,0
4543,26000,1,5,2,58,-1,0,0,-1,-1,-2,16316,14722,15928,14579,12260,13483,3430,5844,5053,4100,3083,5730,0
